steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher,estimated_revenue
2589,Hood: Outlaws & Legends,May,2021,19.99,200000.0,500000.0,350000.0,Sumo Digital,Focus Entertainment,6996499.999999999
2590,Swords of Legends Online,July,2021,0.0,1000000.0,2000000.0,1500000.0,"Wangyuan Shengtang Entertainment Technology CO., 上海烛龙信息科技有限公司",Gameforge 4D GmbH,0.0
2591,Mosaique Neko Waifus 4,February,2021,1.99,100000.0,200000.0,150000.0,Lil Hentai Games,Lil Hentai Games,298500.0
2592,Emily is Away <3,April,2021,9.99,200000.0,500000.0,350000.0,Kyle Seeley,Kyle Seeley,3496500.0
2593,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,October,2021,13.99,100000.0,200000.0,150000.0,Zero Creation Games,"Zero Creation Games, Fun Quarter",2098500.0
2594,Rising World,December,2014,14.99,200000.0,500000.0,350000.0,JIW-Games,JIW-Games,5246500.0
2595,STORY OF SEASONS: Friends of Mineral Town,July,2020,25.99,50000.0,100000.0,75000.0,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous",1949249.9999999998
2596,LiEat,February,2016,2.99,200000.0,500000.0,350000.0,△○□× (Miwashiba),PLAYISM,1046500.0000000001
2597,FINAL FANTASY,July,2021,11.99,200000.0,500000.0,350000.0,Square Enix,Square Enix,4196500.0
2598,Citadel: Forged with Fire,November,2019,39.99,200000.0,500000.0,350000.0,Blue Isle Studios,Blue Isle Publishing,13996500.0
2599,Chrono Ark,December,2019,19.99,200000.0,500000.0,350000.0,Al Fine,Al Fine,6996499.999999999
2600,Hero of the Kingdom,December,2012,5.99,100000.0,200000.0,150000.0,Lonely Troops,Lonely Troops,898500.0
2601,Word Game,January,2022,34.99,100000.0,200000.0,150000.0,Team9,"Team9, indienova, Path",5248500.0
2602,Cyberdimension Neptunia: 4 Goddesses Online,February,2018,29.99,200000.0,500000.0,350000.0,"IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,10496500.0
2603,Symphony of War: The Nephilim Saga,June,2022,15.99,200000.0,500000.0,350000.0,Dancing Dragon Games,Freedom Games,5596500.0
2604,CryoFall,April,2021,19.99,200000.0,500000.0,350000.0,AtomicTorch Studio,Daedalic Entertainment,6996499.999999999
2605,Super Robot Wars 30,October,2021,59.99,200000.0,500000.0,350000.0,"B.B.STUDIO CO.,LTD.",Bandai Namco Entertainment,20996500.0
2606,Fox Hime Zero,May,2018,1.99,100000.0,200000.0,150000.0,AsicxArt,SakuraGame,298500.0
2607,Fahrenheit: Indigo Prophecy Remastered,January,2015,9.99,200000.0,500000.0,350000.0,"Aspyr, Quantic Dream (original release)",Aspyr,3496500.0
2608,Dead Age,July,2016,14.99,200000.0,500000.0,350000.0,Silent Dreams,Headup,5246500.0
2609,Little Witch in the Woods,May,2022,15.99,200000.0,500000.0,350000.0,SUNNY SIDE UP,SUNNY SIDE UP,5596500.0
2610,Trials of Mana,April,2020,49.99,200000.0,500000.0,350000.0,Square Enix,Square Enix,17496500.0
2611,Across the Obelisk,April,2021,15.99,100000.0,200000.0,150000.0,Dreamsite Games,Paradox Arc,2398500.0
2612,Epic Battle Fantasy 5,November,2018,19.99,200000.0,500000.0,350000.0,Matt Roszak,Matt Roszak,6996499.999999999
2613,Far Away,August,2021,9.99,200000.0,500000.0,350000.0,Gratesca,Thermite Games,3496500.0
2614,Interstellar Marines,July,2013,9.99,200000.0,500000.0,350000.0,Zero Point Software,Zero Point Software,3496500.0
2615,EVERSPACE 2,January,2021,39.99,200000.0,500000.0,350000.0,ROCKFISH Games,ROCKFISH Games,13996500.0
2616,The Wind Road,July,2020,29.99,500000.0,1000000.0,750000.0,甘肃嘉元数字科技有限公司,Phoenix Games,22492500.0
2617,Pixel Piracy,April,2015,9.99,200000.0,500000.0,350000.0,Vitali Kirpu,Commotion Games Pty Ltd,3496500.0
2618,Dark Elf,August,2017,1.19,200000.0,500000.0,350000.0,ONEONE1,Paradise Project,416500.0
2619,The Test: Final Revelation,October,2020,1.99,50000.0,100000.0,75000.0,Randumb Studios,Randumb Studios,149250.0
2620,WolfQuest: Anniversary Edition,July,2019,19.99,100000.0,200000.0,150000.0,eduweb,eduweb,2998499.9999999995
2621,Wet Girl,January,2019,0.99,200000.0,500000.0,350000.0,Wet Girl,Shoot Girl,346500.0
2622,House of Detention,May,2020,0.99,200000.0,500000.0,350000.0,"Aniki, Male Union ♂",Dungeon Master,346500.0
2623,Hentai Girl,August,2018,0.99,200000.0,500000.0,350000.0,GirlGames,GirlGames,346500.0
2624,侠客风云传(Tale of Wuxia),April,2016,16.99,200000.0,500000.0,350000.0,Heluo Studio,Phoenix Game,5946499.999999999
2625,Home Behind,June,2016,5.99,200000.0,500000.0,350000.0,TPP Studio,TPP Studio,2096500.0
2626,The Wild Eight,October,2019,24.99,200000.0,500000.0,350000.0,FNTASTIC,HypeTrain Digital,8746500.0
2627,Fantasy Girl,June,2019,0.99,100000.0,200000.0,150000.0,Inverse Game,Inverse Game,148500.0
2628,Azur Lane Crosswave,February,2020,39.99,200000.0,500000.0,350000.0,"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,13996500.0
2629,Torchlight III,October,2020,9.99,200000.0,500000.0,350000.0,Echtra Inc.,Perfect World Entertainment,3496500.0
2630,DESOLATE,January,2019,24.99,200000.0,500000.0,350000.0,Nearga,HypeTrain Digital,8746500.0
2631,Dragonia,May,2017,1.99,200000.0,500000.0,350000.0,Blue Studio,Paradise Project,696500.0
2632,Ancestors: The Humankind Odyssey,August,2020,39.99,200000.0,500000.0,350000.0,Panache Digital Games,Private Division,13996500.0
2633,Dungeon Munchies,July,2022,19.99,100000.0,200000.0,150000.0,maJAJa,maJAJa,2998499.9999999995
2634,SpellForce 3 Reforced,December,2017,39.99,500000.0,1000000.0,750000.0,Grimlore Games,THQ Nordic,29992500.0
2635,Cultivation Tales,April,2022,19.99,500000.0,1000000.0,750000.0,Ac Games,Ac Games,14992499.999999998
2636,Carto,October,2020,19.99,200000.0,500000.0,350000.0,Sunhead Games,"Humble Games, XD",6996499.999999999
2637,Eastern Exorcist,July,2021,0.0,500000.0,1000000.0,750000.0,Wildfire Game（无锡野火数字科技有限公司）,bilibili,0.0
2638,Caves of Qud,July,2015,17.99,200000.0,500000.0,350000.0,Freehold Games,Freehold Games,6296499.999999999
2639,Hobo: Tough Life,April,2021,29.99,100000.0,200000.0,150000.0,Perun Creative,Perun Creative,4498500.0
2640,Mortal Online 2,January,2022,39.99,200000.0,500000.0,350000.0,Star Vault AB,Star Vault AB,13996500.0
2641,The Test: Hypothesis Rising,April,2020,1.99,50000.0,100000.0,75000.0,Randumb Studios,Randumb Studios,149250.0
2642,Minecraft Dungeons,September,2021,19.99,500000.0,1000000.0,750000.0,"Mojang Studios, ‪Double Eleven",Xbox Game Studios,14992499.999999998
2643,Otaku's Adventure,May,2019,4.89,200000.0,500000.0,350000.0,Spacelight Studio,Spacelight Studio,1711500.0
2644,The Last Spell,June,2021,14.99,500000.0,1000000.0,750000.0,Ishtar Games,"The Arcade Crew, Gamera Games, Dangen Entertainment",11242500.0
2645,Gloria Victis: Medieval MMORPG,June,2016,19.99,100000.0,200000.0,150000.0,Black Eye Games,Black Eye Games,2998499.9999999995
2646,Tales of Maj'Eyal,December,2012,6.99,500000.0,1000000.0,750000.0,Netcore Games,Netcore Games,5242500.0
2647,Secrets of Grindea,July,2015,14.99,100000.0,200000.0,150000.0,Pixel Ferrets,Pixel Ferrets,2248500.0
2648,Space Haven,May,2020,22.99,200000.0,500000.0,350000.0,Bugbyte Ltd.,Bugbyte Ltd.,8046499.999999999
2649,Littlewood,August,2020,14.99,200000.0,500000.0,350000.0,Sean Young,SmashGames,5246500.0
2650,Home Behind 2,February,2022,19.99,200000.0,500000.0,350000.0,TPP Studio,TPP Studio,6996499.999999999
2651,"Yes, Your Grace",March,2020,19.99,500000.0,1000000.0,750000.0,Brave At Night,No More Robots,14992499.999999998
2652,FINAL FANTASY XII THE ZODIAC AGE,February,2018,24.99,500000.0,1000000.0,750000.0,Square Enix,Square Enix,18742500.0
2653,Neverwinter Nights: Enhanced Edition,March,2018,19.99,500000.0,1000000.0,750000.0,Beamdog,Beamdog,14992499.999999998
2654,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,December,2020,25.99,200000.0,500000.0,350000.0,Square Enix,Square Enix,9096500.0
2655,Sword Art Online: Hollow Realization Deluxe Edition,October,2017,49.99,200000.0,500000.0,350000.0,AQURIA,BANDAI NAMCO Entertainment,17496500.0
2656,Banner of the Maid,May,2019,16.99,200000.0,500000.0,350000.0,Azure Flame Studio,CE-Asia,5946499.999999999
2657,Xuan-Yuan Sword VII,October,2020,34.99,200000.0,500000.0,350000.0,"SOFTSTAR, DOMO Studio","SOFTSTAR, Yooreka Studio",12246500.0
2658,CHRONO TRIGGER,February,2018,7.49,200000.0,500000.0,350000.0,Square Enix,Square Enix,2621500.0
2659,Dragon Cliff,May,2018,9.99,500000.0,1000000.0,750000.0,Meta Interaction,Meta Interaction,7492500.0
2660,Yokai's Secret,February,2020,1.99,200000.0,500000.0,350000.0,Double W,Toffee Cafe,696500.0
2661,Crawl,April,2017,14.99,500000.0,1000000.0,750000.0,Powerhoof,Powerhoof,11242500.0
2662,Lost,September,2019,1.99,200000.0,500000.0,350000.0,DSGame,DSGame,696500.0
2663,Comedy Night,August,2017,4.99,500000.0,1000000.0,750000.0,Lighthouse Games Studio,Lighthouse Games Studio,3742500.0
2664,E.Y.E: Divine Cybermancy,July,2011,9.99,500000.0,1000000.0,750000.0,Streum On Studio,Streum On Studio,7492500.0
2665,Dark and Light,July,2017,17.99,500000.0,1000000.0,750000.0,Snail Games USA,Snail Games USA,13492499.999999998
2666,Melvor Idle,November,2021,9.99,500000.0,1000000.0,750000.0,Games by Malcs,Jagex Ltd,7492500.0
2667,The Vagrant,July,2018,3.99,200000.0,500000.0,350000.0,O.T.K Games,SakuraGame,1396500.0
2668,Naval Action,June,2019,19.99,200000.0,500000.0,350000.0,Game-Labs,Game-Labs,6996499.999999999
2669,King Exit,October,2017,0.59,200000.0,500000.0,350000.0,深爪貴族,Paradise Project,206500.0
2670,灵魂筹码 Soul at Stake,June,2018,17.99,500000.0,1000000.0,750000.0,Chongming Studio,Chongming Studio,13492499.999999998
2671,Death Road to Canada,July,2016,14.99,200000.0,500000.0,350000.0,"Rocketcat Games, Madgarden",Rocketcat Games,5246500.0
2672,Magicite,June,2014,9.99,500000.0,1000000.0,750000.0,SmashGames,SmashGames,7492500.0
2673,Next Day: Survival,May,2018,9.99,500000.0,1000000.0,750000.0,SOFF Games,Last Level,7492500.0
2674,TROUBLESHOOTER: Abandoned Children,April,2020,24.99,200000.0,500000.0,350000.0,Dandylion,Dandylion,8746500.0
2675,Rebel Galaxy,October,2015,19.99,500000.0,1000000.0,750000.0,Double Damage Games,Double Damage Games,14992499.999999998
2676,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),November,2018,17.99,200000.0,500000.0,350000.0,香港商河洛互動娛樂股份有限公司,"香港商河洛互動娛樂股份有限公司, 方块游戏",6296499.999999999
2677,Digimon Story Cyber Sleuth: Complete Edition,October,2019,49.99,200000.0,500000.0,350000.0,"h.a.n.d., Inc.",BANDAI NAMCO Entertainment Inc.,17496500.0
2678,Heroes of Hammerwatch,March,2018,11.99,500000.0,1000000.0,750000.0,Crackshell,"Crackshell, Surefire.Games",8992500.0
2679,Cube World,September,2019,19.99,500000.0,1000000.0,750000.0,Picroma,Picroma,14992499.999999998
2680,Wartales,December,2021,34.99,200000.0,500000.0,350000.0,Shiro Games,Shiro Unlimited,12246500.0
2681,The Walking Dead: Saints & Sinners,January,2020,39.99,200000.0,500000.0,350000.0,Skydance Interactive,Skydance Interactive,13996500.0
2682,Pathologic 2,May,2019,34.99,200000.0,500000.0,350000.0,Ice-Pick Lodge,tinyBuild,12246500.0
2683,FINAL FANTASY VII REMAKE INTERGRADE,June,2022,49.69,200000.0,500000.0,350000.0,Square Enix,Square Enix,17391500.0
2684,Gauntlet Slayer Edition,September,2014,19.99,1000000.0,2000000.0,1500000.0,Arrowhead Game Studios,WB Games,29984999.999999996
2685,UnderMine,August,2020,19.99,200000.0,500000.0,350000.0,Thorium,Thorium,6996499.999999999
2686,FINAL FANTASY VIII,December,2013,5.99,500000.0,1000000.0,750000.0,Square Enix,Square Enix,4492500.0
2687,Exanima,April,2015,14.99,500000.0,1000000.0,750000.0,Bare Mettle Entertainment,Bare Mettle Entertainment,11242500.0
2688,Kingdom Heroes 8,January,2021,29.99,200000.0,500000.0,350000.0,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",10496500.0
2689,Chronicon,August,2020,9.79,500000.0,1000000.0,750000.0,Subworld,Subworld,7342499.999999999
2690,Call of Cthulhu,October,2018,19.99,500000.0,1000000.0,750000.0,Cyanide Studio,Focus Entertainment,14992499.999999998
2691,PixARK,May,2019,39.99,200000.0,500000.0,350000.0,Snail Games USA,Snail Games USA,13996500.0
2692,Material Girl,June,2017,1.99,200000.0,500000.0,350000.0,Dieselmine,Paradise Project,696500.0
2693,Tales of the Black Forest,September,2019,3.99,100000.0,200000.0,150000.0,拾英工作室,SakuraGame,598500.0
2694,State of Decay: YOSE,April,2015,19.99,200000.0,500000.0,350000.0,Undead Labs,Xbox Game Studios,6996499.999999999
2695,My Time at Sandrock,May,2022,24.99,200000.0,500000.0,350000.0,Pathea Games,"Pathea Games, PM Studios, Inc., DMM GAMES",8746500.0
2696,Osiris: New Dawn,September,2016,34.99,500000.0,1000000.0,750000.0,Fenix Fire Entertainment,Fenix Fire Entertainment,26242500.0
2697,Hand Simulator: Survival,December,2019,0.99,500000.0,1000000.0,750000.0,HFM Games,HFM Games,742500.0
2698,Freeman: Guerrilla Warfare,October,2019,24.99,500000.0,1000000.0,750000.0,KK Game Studio,KK Game Studio,18742500.0
2699,Summer Memories,June,2020,14.99,200000.0,500000.0,350000.0,Dojin Otome,Kagura Games,5246500.0
2700,Reign Of Kings,December,2015,1.99,200000.0,500000.0,350000.0,Code}{atch,Code}{atch,696500.0
2701,Fear Surrounds,October,2021,7.99,200000.0,500000.0,350000.0,SaltyEgg Studio,Yooreka Studio,2796500.0
2702,Dinkum,July,2022,19.99,200000.0,500000.0,350000.0,James Bendon,James Bendon,6996499.999999999
2703,LoveChoice,November,2021,1.99,200000.0,500000.0,350000.0,Akaba Studio,Akaba Studio,696500.0
2704,Changed,April,2018,5.99,500000.0,1000000.0,750000.0,DragonSnow,DragonSnow,4492500.0
2705,Sword and Fairy 7,October,2021,29.99,200000.0,500000.0,350000.0,"Softstar Technology (Beijing) Co., Ltd","CubeGame, Softstar Technology (Beijing) Co., Ltd",10496500.0
2706,Fable Anniversary,September,2014,8.74,500000.0,1000000.0,750000.0,Lionhead Studios,Xbox Game Studios,6555000.0
2707,Touhou Mystia's Izakaya,October,2021,5.99,200000.0,500000.0,350000.0,"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社",2096500.0
2708,Cyber Manhunt,February,2021,9.99,200000.0,500000.0,350000.0,Aluba Studio,Aluba Studio,3496500.0
2709,觅长生,November,2019,11.99,500000.0,1000000.0,750000.0,Chalcedony Network,Chalcedony Network,8992500.0
2710,"Flashing Lights - Police, Firefighting, Emergency Services Simulator",June,2018,14.99,500000.0,1000000.0,750000.0,Nils Jakrins,Excalibur Games,11242500.0
2711,Dungeon of the ENDLESS,October,2014,11.99,500000.0,1000000.0,750000.0,AMPLITUDE Studios,SEGA,8992500.0
2712,Fate Seeker II,November,2021,22.6,200000.0,500000.0,350000.0,甲山林娛樂股份有限公司,甲山林娛樂股份有限公司,7910000.000000001
2713,Darksiders Warmastered Edition,November,2016,4.99,1000000.0,2000000.0,1500000.0,"KAIKO, Vigil Games",THQ Nordic,7485000.0
2714,FINAL FANTASY XIII,October,2014,7.99,500000.0,1000000.0,750000.0,Square Enix,Square Enix,5992500.0
2715,Valkyria Chronicles,November,2014,19.99,500000.0,1000000.0,750000.0,SEGA,SEGA,14992499.999999998
2716,House Party,July,2022,24.99,500000.0,1000000.0,750000.0,"Eek! Games, LLC","Eek! Games, LLC",18742500.0
2717,Fate Seeker,August,2018,21.09,500000.0,1000000.0,750000.0,甲山林娛樂股份有限公司,甲山林娛樂股份有限公司,15817500.0
2718,Tribes of Midgard,July,2021,19.99,1000000.0,2000000.0,1500000.0,Norsfell,Gearbox Publishing,29984999.999999996
2719,Darksiders II Deathinitive Edition,November,2015,7.49,2000000.0,5000000.0,3500000.0,"Gunfire Games, Vigil Games, THQ Nordic",THQ Nordic,26215000.0
2720,Going Medieval,June,2021,22.49,200000.0,500000.0,350000.0,Foxy Voxel,The Irregular Corporation,7871499.999999999
2721,She Will Punish Them,April,2020,15.99,500000.0,1000000.0,750000.0,L2 Games,L2 Games,11992500.0
2722,Craft The World,November,2014,18.99,500000.0,1000000.0,750000.0,Dekovir Entertainment,Black Maple Games,14242499.999999998
2723,Last Epoch,April,2019,34.99,200000.0,500000.0,350000.0,Eleventh Hour Games,Eleventh Hour Games,12246500.0
2724,Solasta: Crown of the Magister,May,2021,39.99,500000.0,1000000.0,750000.0,Tactical Adventures,Tactical Adventures,29992500.0
2725,The Ascent,July,2021,29.99,500000.0,1000000.0,750000.0,Neon Giant,Curve Games,22492500.0
2726,Craftopia,September,2020,24.99,500000.0,1000000.0,750000.0,Pocketpair,Pocketpair,18742500.0
2727,Aliens: Fireteam Elite,August,2021,29.99,500000.0,1000000.0,750000.0,Cold Iron Studios,"Cold Iron Studios, Focus Entertainment",22492500.0
2728,BioShock 2 Remastered,September,2016,4.99,1000000.0,2000000.0,1500000.0,"2K Marin, 2K China, Digital Extremes, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",7485000.0
2729,FINAL FANTASY X/X-2 HD Remaster,May,2016,14.99,500000.0,1000000.0,750000.0,Square Enix,Square Enix,11242500.0
2730,Core Keeper,March,2022,12.99,500000.0,1000000.0,750000.0,Pugstorm,Fireshine Games,9742500.0
2731,Mountain,July,2014,0.99,500000.0,1000000.0,750000.0,David OReilly,David OReilly,742500.0
2732,Borderlands Game of the Year Enhanced,April,2019,29.99,1000000.0,2000000.0,1500000.0,"Gearbox Software, Blind Squirrel Games",2K,44985000.0
2733,Library Of Ruina,August,2021,29.99,500000.0,1000000.0,750000.0,ProjectMoon,ProjectMoon,22492500.0
2734,Last Oasis,March,2020,29.99,500000.0,1000000.0,750000.0,Donkey Crew,Donkey Crew,22492500.0
2735,South Park: The Fractured But Whole,October,2017,49.99,500000.0,1000000.0,750000.0,Ubisoft San Francisco,Ubisoft,37492500.0
2736,Outward Definitive Edition,May,2022,23.99,500000.0,1000000.0,750000.0,Nine Dots Studio,Prime Matter,17992500.0
2737,Streets of Rogue,July,2019,19.99,500000.0,1000000.0,750000.0,Matt Dabrowski,tinyBuild,14992499.999999998
2738,Notes of Soul,January,2019,29.99,500000.0,1000000.0,750000.0,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,22492500.0
2739,暖雪 Warm Snow,January,2022,17.99,500000.0,1000000.0,750000.0,BadMudStudio,bilibili,13492499.999999998
2740,Sands of Salzaar,December,2021,14.99,500000.0,1000000.0,750000.0,汉家松鼠Han-Squirrel Studio,XD,11242500.0
2741,Neon Abyss,July,2020,9.99,1000000.0,2000000.0,1500000.0,Veewo Games,"Team17, Yooreka Studio (China)",14985000.0
2742,NieR Replicant ver.1.22474487139...,April,2021,29.99,200000.0,500000.0,350000.0,"Square Enix, Toylogic Inc.",Square Enix,10496500.0
2743,Dust: An Elysian Tail,May,2013,3.74,1000000.0,2000000.0,1500000.0,Humble Hearts LLC,Xbox Game Studios,5610000.0
2744,Amazing Cultivation Simulator,November,2020,24.99,500000.0,1000000.0,750000.0,GSQ Games,Gamera Games,18742500.0
2745,Marvel's Avengers,September,2020,15.99,500000.0,1000000.0,750000.0,"Crystal Dynamics, Eidos-Montréal, Nixxes",Square Enix,11992500.0
2746,Lost Castle / 失落城堡,August,2016,9.99,2000000.0,5000000.0,3500000.0,Hunter Studio,Neon Doctrine,34965000.0
2747,ATLAS,December,2018,29.99,1000000.0,2000000.0,1500000.0,"Grapeshot Games, Instinct Games",Grapeshot Games,44985000.0
2748,Foxhole,July,2017,29.99,1000000.0,2000000.0,1500000.0,Siege Camp,Siege Camp,44985000.0
2749,FINAL FANTASY VII,July,2013,5.99,1000000.0,2000000.0,1500000.0,Square Enix,Square Enix,8985000.0
2750,Chinese Parents,September,2018,9.99,1000000.0,2000000.0,1500000.0,墨鱼玩游戏,墨鱼玩游戏,14985000.0
2751,Miscreated,December,2018,29.99,500000.0,1000000.0,750000.0,Entrada Interactive LLC,Entrada Interactive LLC,22492500.0
2752,嗜血印 Bloody Spell,January,2022,24.99,500000.0,1000000.0,750000.0,艺龙游戏,艺龙游戏,18742500.0
2753,ORION: Prelude,April,2013,0.99,2000000.0,5000000.0,3500000.0,DANKIE,DANKIE,3465000.0
2754,Path Of Wuxia,April,2020,34.99,500000.0,1000000.0,750000.0,香港商河洛互動娛樂股份有限公司,香港商河洛互動娛樂股份有限公司,26242500.0
2755,STAR WARS - Knights of the Old Republic,November,2003,9.99,1000000.0,2000000.0,1500000.0,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",14985000.0
2756,Hero Siege,January,2014,1.04,1000000.0,2000000.0,1500000.0,"Elias Viglione, Jussi Kukkonen",Panic Art Studios,1560000.0
2757,Titan Quest Anniversary Edition,August,2016,19.99,2000000.0,5000000.0,3500000.0,"Iron Lore Entertainment, THQ Nordic",THQ Nordic,69965000.0
2758,HuniePop,January,2015,9.99,1000000.0,2000000.0,1500000.0,HuniePot,HuniePot,14985000.0
2759,Loop Hero,March,2021,14.99,1000000.0,2000000.0,1500000.0,Four Quarters,Devolver Digital,22485000.0
2760,Temtem,September,2022,44.99,500000.0,1000000.0,750000.0,Crema,Humble Games,33742500.0
2761,Bloodstained: Ritual of the Night,June,2019,39.99,500000.0,1000000.0,750000.0,ArtPlay,505 Games,29992500.0
2762,Town of Salem,December,2014,4.99,1000000.0,2000000.0,1500000.0,BlankMediaGames,BlankMediaGames,7485000.0
2763,Blade and Sorcery,December,2018,19.99,1000000.0,2000000.0,1500000.0,WarpFrog,WarpFrog,29984999.999999996
2764,太吾绘卷 The Scroll Of Taiwu,September,2018,19.99,2000000.0,5000000.0,3500000.0,ConchShip Games,ConchShip Games,69965000.0
2765,FINAL FANTASY XV WINDOWS EDITION,March,2018,17.49,1000000.0,2000000.0,1500000.0,Square Enix,Square Enix,26234999.999999996
2766,古剑奇谭三(Gujian3),December,2018,11.99,500000.0,1000000.0,750000.0,"上海烛龙信息科技有限公司, Aurogon Shanghai",北京网元圣唐娱乐科技有限公司,8992500.0
2767,Mirror 2: Project X,January,2022,1.99,1000000.0,2000000.0,1500000.0,KAGAMI Ⅱ WORKs,NIJICO,2985000.0
2768,OUTRIDERS,April,2021,19.99,1000000.0,2000000.0,1500000.0,People Can Fly,Square Enix,29984999.999999996
2769,Noita,October,2020,19.99,1000000.0,2000000.0,1500000.0,Nolla Games,Nolla Games,29984999.999999996
2770,Baldur's Gate 3,October,2020,59.99,2000000.0,5000000.0,3500000.0,Larian Studios,Larian Studios,209965000.0
2771,South Park: The Stick of Truth,March,2014,29.99,2000000.0,5000000.0,3500000.0,Obsidian Entertainment,Ubisoft,104965000.0
2772,Tabletop Simulator,June,2015,19.99,2000000.0,5000000.0,3500000.0,Berserk Games,Berserk Games,69965000.0
2773,Fallout 76: The Pitt,April,2020,39.99,2000000.0,5000000.0,3500000.0,Bethesda Game Studios,Bethesda Softworks,139965000.0
2774,Tom Clancy’s The Division,March,2016,29.99,5000000.0,10000000.0,7500000.0,Massive Entertainment,Ubisoft,224925000.0
2775,Conan Exiles,May,2018,39.99,2000000.0,5000000.0,3500000.0,Funcom,Funcom,139965000.0
2776,Middle-earth: Shadow of War,October,2017,49.99,2000000.0,5000000.0,3500000.0,Monolith Productions,WB Games,174965000.0
2777,Horizon Zero Dawn Complete Edition,August,2020,49.99,1000000.0,2000000.0,1500000.0,Guerrilla,PlayStation PC LLC,74985000.0
2778,Assassin's Creed Origins,October,2017,59.99,2000000.0,5000000.0,3500000.0,Ubisoft Montreal,Ubisoft,209965000.0
2779,Gunfire Reborn,November,2021,19.99,2000000.0,5000000.0,3500000.0,Duoyi Games,Duoyi Games,69965000.0
2780,Mirror,April,2018,1.99,2000000.0,5000000.0,3500000.0,KAGAMI WORKS,Paradise Project,6965000.0
2781,Dying Light 2 Stay Human,February,2022,59.99,2000000.0,5000000.0,3500000.0,Techland,Techland,209965000.0
2782,Castle Crashers,September,2012,14.99,5000000.0,10000000.0,7500000.0,The Behemoth,The Behemoth,112425000.0
2783,鬼谷八荒 Tale of Immortal,January,2021,19.99,10000000.0,20000000.0,15000000.0,鬼谷工作室,"鬼谷工作室, Lightning Games",299850000.0
2784,Assassin's Creed Odyssey,October,2018,59.99,2000000.0,5000000.0,3500000.0,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,209965000.0
2785,Project Zomboid,November,2013,19.99,5000000.0,10000000.0,7500000.0,The Indie Stone,The Indie Stone,149925000.0
2786,Vampire Survivors,December,2021,4.99,2000000.0,5000000.0,3500000.0,poncle,poncle,17465000.0
2787,Lost Ark,February,2022,0.0,20000000.0,50000000.0,35000000.0,Smilegate RPG,Amazon Games,0.0
2788,Mount & Blade II: Bannerlord,March,2020,49.99,10000000.0,20000000.0,15000000.0,TaleWorlds Entertainment,TaleWorlds Entertainment,749850000.0
2789,7 Days to Die,December,2013,24.99,5000000.0,10000000.0,7500000.0,The Fun Pimps,The Fun Pimps Entertainment LLC,187425000.0
2790,Valheim,February,2021,19.99,20000000.0,50000000.0,35000000.0,Iron Gate AB,Coffee Stain Publishing,699650000.0
2791,GRAY TANK,March,2017,1.99,20000.0,20000.0,20000.0,DV-T,DV-T,39800.0
2792,GUNNVR,March,2017,2.99,20000.0,20000.0,20000.0,Artificient Games Inc.,Artificient Games Inc.,59800.00000000001
2793,方块传说,May,2017,5.99,20000.0,20000.0,20000.0,重庆焱玩网络科技有限公司,重庆焱玩网络科技有限公司,119800.0
2794,TheWalkerKiller VR,July,2017,11.99,20000.0,20000.0,20000.0,ELang Network technology,ELang Network technology,239800.0
2795,Res Judicata: Vale of Myth,September,2017,7.99,20000.0,20000.0,20000.0,Blue Booth Studios,Blue Booth Studios,159800.0
2796,Flood: The Prequel,June,2018,5.99,20000.0,20000.0,20000.0,"Alkain Studios LLC, BUD Games",God Inspired Games,119800.0
2797,SummonerVR (alpha),October,2017,6.99,20000.0,20000.0,20000.0,Predator,Awesomefat LLC,139800.0
2798,Forgotten Light,October,2017,0.99,20000.0,20000.0,20000.0,Luke Cripps,FellowPlayer,19800.0
2799,Tales of Blood and Sand,March,2019,4.99,20000.0,20000.0,20000.0,Amaterasu Software,Amaterasu Software,99800.0
2800,Bounce Paradise,March,2022,19.99,20000.0,20000.0,20000.0,Dharker Studio,Dharker Studios Ltd,399799.99999999994
2801,VR火灾逃生应急演练(VR fire emergency simulation system),December,2017,6.99,20000.0,20000.0,20000.0,宏兴(北京）科技有限公司,宏兴(北京）科技有限公司,139800.0
2802,Bizarre Tale,December,2017,9.99,20000.0,20000.0,20000.0,Cesar G.,Cesar G.,199800.0
2803,Haunted Dream House,November,2017,4.99,20000.0,20000.0,20000.0,Must Imagine Entertainment,Must Imagine Entertainment,99800.0
