steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher,estimated_revenue
5139,Myth of Mirka,July,2022,0.99,20000.0,50000.0,35000.0,Shawn Kilian,Shawn Kilian,34650.0
5140,都市媚影-CityFascination,August,2022,16.99,20000.0,20000.0,20000.0,重瞳鸢工作室[Heavy Pupil Kite Studio],赛里斯游戏工作室 [Sinae Game Studio],339799.99999999994
5141,Zimmer,September,2022,2.99,20000.0,20000.0,20000.0,Andrew Rizzo,Andrew Rizzo,59800.00000000001
5142,Might & Magic: Heroes VI - Shades of Darkness,May,2013,14.99,50000.0,100000.0,75000.0,Virtuos,Ubisoft,1124250.0
5143,Birth of Shadows,November,2015,4.99,20000.0,20000.0,20000.0,"Precision Games, LLC","Precision Games, LLC",99800.0
5144,ikenie,August,2016,2.99,20000.0,20000.0,20000.0,Akumu Games,Akumu Games,59800.00000000001
5145,"Minions, Monsters, and Madness",January,2017,3.99,20000.0,20000.0,20000.0,Adam Hebert,Adam Hebert,79800.0
5146,Dr. Dungeon's MADMAN!,July,2017,14.99,20000.0,20000.0,20000.0,Robert J. Deutsch,Robert J. Deutsch,299800.0
5147,Invictus: In the Shadow of Olympus,December,2017,9.99,200000.0,500000.0,350000.0,Quicksilver Software,Interplay,3496500.0
5148,LOA : Me And Angel,January,2018,3.99,20000.0,20000.0,20000.0,"Dayplay Co.,Ltd","Dayplay Co.,Ltd",79800.0
5149,The Treasure Seekers of Lady Luck,January,2018,2.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,59800.00000000001
5150,Aplestia,February,2018,3.99,20000.0,20000.0,20000.0,Orfeas Game Studio,Orfeas Game Studio,79800.0
5151,Asimov Laws,May,2018,9.99,20000.0,20000.0,20000.0,Cuijin Technology,Cuijin Technology,199800.0
5152,ELDR LEGACY,June,2018,2.99,20000.0,20000.0,20000.0,WJLEGAME,WJLEGAME,59800.00000000001
5153,探灵警探,June,2018,1.99,20000.0,20000.0,20000.0,wuxin,wuxin,39800.0
5154,夢物語ORIGIN,March,2019,14.99,20000.0,20000.0,20000.0,スタジオムマ,スタジオムマ,299800.0
5155,Revenant Dogma,October,2018,12.99,20000.0,20000.0,20000.0,Exe Create Inc.,KEMCO,259800.0
5156,Soul-Ivy: C0,October,2018,0.99,20000.0,20000.0,20000.0,Soul-Ivy,Soul-Ivy,19800.0
5157,Fallen Sky -Online-,October,2018,1.99,20000.0,20000.0,20000.0,Marco Braun,Vault Softworks,39800.0
5158,TowerHex,January,2019,9.99,20000.0,20000.0,20000.0,TowerHex Games,TowerHex Games,199800.0
5159,M.E.M.E.S.,February,2019,6.99,20000.0,20000.0,20000.0,"M.E.M.E. Studios, Rafal Korbaczynski",Rafal Korbaczynski,139800.0
5160,隐-Stealth,August,2019,12.99,20000.0,20000.0,20000.0,Core Gear,Core Gear,259800.0
5161,Herald of the Depths,April,2019,0.99,20000.0,20000.0,20000.0,JacyGames,JacyGames,19800.0
5162,Meu Mundo,August,2019,4.99,20000.0,20000.0,20000.0,Tiago Portella,DuPortella,99800.0
5163,Parachronism: Order of Chaos,September,2019,9.99,20000.0,20000.0,20000.0,NinjaVault,NinjaVault,199800.0
5164,Kung Fu Jesus,May,2021,14.99,20000.0,20000.0,20000.0,Celestial Gold Studios,Celestial Gold Studios,299800.0
5165,Reel Fishing: Road Trip Adventure,September,2019,29.99,20000.0,20000.0,20000.0,"Tachyon Inc., Natsume Inc.",Natsume Inc.,599800.0
5166,Living with a Scarecrow,December,2019,1.99,20000.0,20000.0,20000.0,鐵日,蟲五十七,39800.0
5167,Phoenix Tales,November,2019,2.99,20000.0,20000.0,20000.0,"Adventurers Guild Entertainment, Steven DiLeo",Adventurers Guild Entertainment,59800.00000000001
5168,Cube Creator X,November,2019,19.99,20000.0,20000.0,20000.0,Arc System Works,Arc System Works,399799.99999999994
5169,Super Crystal Hunter,February,2020,5.99,20000.0,20000.0,20000.0,Netherware Entertainment,Netherware Entertainment,119800.0
5170,"Oh So Lucky, Doctor!",March,2020,0.99,20000.0,20000.0,20000.0,paulstephendavis,paulstephendavis,19800.0
5171,Fateful End: True Case Files,November,2020,9.99,20000.0,20000.0,20000.0,Genuine,Giiku Games,199800.0
5172,Digitizer,April,2022,18.99,20000.0,20000.0,20000.0,Ilan Manor,Ilan Manor,379799.99999999994
5173,"Zatorski, Ph.D.",March,2020,4.0,20000.0,50000.0,35000.0,XYN Games,XYN Games,140000.0
5174,Hecaton,April,2020,4.99,20000.0,20000.0,20000.0,NWatch Games,NWatch Games,99800.0
5175,Defend the village from goblins,April,2020,3.99,20000.0,20000.0,20000.0,Goldkade,Goldkade,79800.0
5176,Rapture,August,2020,4.99,20000.0,20000.0,20000.0,Platinum Star Games,Platinum Star Games,99800.0
5177,BALROG,November,2021,24.99,20000.0,20000.0,20000.0,Doodstormer Productions,Doodstormer Productions,499799.99999999994
5178,Lloyd the Monkey 2,August,2020,5.99,20000.0,20000.0,20000.0,Meyer Games,Meyer Games,119800.0
5179,Path of the Martyrs,August,2020,4.99,20000.0,20000.0,20000.0,Kazuki Takamura,Angel Star Studios,99800.0
5180,Simple Tools,August,2020,14.99,20000.0,20000.0,20000.0,AcFun and bilibili 堕天使龙龙,AcFun and bilibili 堕天使龙龙,299800.0
5181,Der Blaue Diamant,December,2020,5.99,20000.0,20000.0,20000.0,Marco Games,Hoi 4 Deu,119800.0
5182,Pirate of Madagascar Island,February,2021,4.99,20000.0,20000.0,20000.0,Pranay Munda,Pranay Munda,99800.0
5183,Tiger Tank,April,2021,1.99,20000.0,20000.0,20000.0,TIAN DA HAI,TIAN DA HAI,39800.0
5184,WoodHeart,August,2021,4.99,20000.0,20000.0,20000.0,Remake Games Studios,Remake Games Studios,99800.0
5185,Survive Into Night,August,2021,3.99,20000.0,20000.0,20000.0,Genetix Studio,Not Famous,79800.0
5186,Dragon's Vengeance,August,2021,4.99,20000.0,20000.0,20000.0,Dream City Games,Dream City Games,99800.0
5187,Final Foe,May,2022,12.99,20000.0,20000.0,20000.0,Alekliart,Alekliart,259800.0
5188,HOGuru Presents: The House With Too Many Zombies In It,December,2021,3.99,20000.0,50000.0,35000.0,StarSystemStudios,HOGuru Games!,139650.0
5189,this House,June,2022,7.99,20000.0,20000.0,20000.0,Wires Entertainment,Wires Entertainment,159800.0
5190,7 Days To Save The World,February,2022,3.99,20000.0,20000.0,20000.0,"Gian Grunder, Nicolas Grunder",FounderStudio,79800.0
5191,爆战联盟,January,2022,0.0,20000.0,50000.0,35000.0,Corgi,Corgi,0.0
5192,King of Heroes,February,2022,9.99,20000.0,20000.0,20000.0,Paper Fan Games,Paper Fan Games,199800.0
5193,Cheat Day,March,2022,0.99,20000.0,20000.0,20000.0,McHunter Studio,McHunter Studio,19800.0
5194,我死后的那些天-After Death,March,2022,12.99,20000.0,50000.0,35000.0,橙光游戏,橙光游戏,454650.0
5195,LAMBDA end THEORY,March,2022,1.99,20000.0,20000.0,20000.0,Pixleaves,Pixleaves,39800.0
5196,RoguePG,March,2022,0.99,20000.0,20000.0,20000.0,Tayler Tolman,TMT Studios,19800.0
5197,Sillage,April,2022,5.99,20000.0,20000.0,20000.0,Vludos,Vludos,119800.0
5198,GAMEDOG,April,2022,5.0,20000.0,20000.0,20000.0,"GHXYK2, bankbank",Wainstop James,100000.0
5199,Ghosts of Hollow Creek,June,2022,9.99,20000.0,20000.0,20000.0,Richard Holleman,Aquatik Studios,199800.0
5200,Fallen Legion Revenants,August,2022,39.99,20000.0,20000.0,20000.0,"Yummy Yummy Tummy, Inc.","NIS America, Inc.",799800.0
5201,Ralph's party RPG,May,2022,4.99,50000.0,100000.0,75000.0,Samuvt2,Samuvt2,374250.0
5202,My Destiny,August,2022,9.99,20000.0,20000.0,20000.0,Butengo entertainment,Butengo entertainment,199800.0
5203,Coin Operated Carnage,July,2022,11.99,20000.0,50000.0,35000.0,Daniel Heilmeier,Daniel Heilmeier,419650.0
5204,Picot Ether,August,2022,6.99,20000.0,20000.0,20000.0,Inu to Neko,Starship Studio,139800.0
5205,Rescue From Goblin Deep,January,2016,8.99,20000.0,20000.0,20000.0,"Duncan Perham, Steve Tierney",Floating Brain Limited,179800.0
5206,Puzzle Guardians,April,2017,10.99,20000.0,20000.0,20000.0,Miryn Innovation,Miryn Innovation,219800.0
5207,Ashes of Kanaka,April,2017,1.99,20000.0,50000.0,35000.0,Dogwood Gaming,Dogwood Gaming,69650.0
5208,7 Pillars,June,2017,1.99,20000.0,20000.0,20000.0,Mark Hagan,Mark Hagan,39800.0
5209,Rules of Destruction,August,2017,7.99,20000.0,20000.0,20000.0,FireBurnGames,FireBurnGames,159800.0
5210,Walking Heavy,October,2017,4.99,20000.0,20000.0,20000.0,GO Studio,GO Studio,99800.0
5211,Deep Space: Unknown Universe,December,2017,2.99,20000.0,20000.0,20000.0,Matouš Lörinc,Matouš Lörinc,59800.00000000001
5212,For Rent: Haunted House,January,2018,4.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,99800.0
5213,Yeti's Parole Officer,January,2018,2.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,59800.00000000001
5214,LVL99: AxeRage,January,2018,9.99,20000.0,20000.0,20000.0,Master UOMU,Master UOMU,199800.0
5215,Choice of the Vampire: The Fall of Memphis,February,2018,5.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,119800.0
5216,Huckleberry Falls,September,2018,2.99,20000.0,20000.0,20000.0,Fatcat Games,Fatcat Games,59800.00000000001
5217,The Forgotten Void,May,2018,7.99,20000.0,20000.0,20000.0,Voidless Studios,Voidless Studios,159800.0
5218,Lost Legend,July,2018,2.99,50000.0,100000.0,75000.0,Unhinged LLC,Unhinged LLC,224250.00000000003
5219,LUXO Buddies,August,2018,0.99,20000.0,50000.0,35000.0,Myarcadegames Studios,Myarcadegames Studios,34650.0
5220,Fleet Scrapper,February,2019,3.99,20000.0,20000.0,20000.0,"James Fitzgerald (Cavedens), David Fitzgerald (Perfectfitz)",Creatorship Games,79800.0
5221,Vaporspace,March,2019,4.99,20000.0,20000.0,20000.0,Nocturnal Sheep,Nocturnal Sheep,99800.0
5222,WINDSHIFT,May,2019,10.99,20000.0,20000.0,20000.0,REAL Co.Ltd,REAL Co.Ltd,219800.0
5223,Trysaria,June,2019,19.99,20000.0,20000.0,20000.0,Oblitus Games,Oblitus Games,399799.99999999994
5224,Surrounded by mice,May,2019,0.99,20000.0,20000.0,20000.0,yang zhi,yang zhi,19800.0
5225,Chaos Dream: Retribution,June,2019,3.99,20000.0,20000.0,20000.0,SimProse Studios,SimProse Studios,79800.0
5226,Eslander Alpha,August,2019,5.99,20000.0,20000.0,20000.0,Team Titan,Team Titan,119800.0
5227,Zombien,August,2019,2.99,20000.0,20000.0,20000.0,Hosted Games,Hosted Games,59800.00000000001
5228,Heroes Swipe Right,March,2020,4.99,20000.0,20000.0,20000.0,One Method Monkey LLC,One Method Monkey LLC,99800.0
5229,Draconic Route,October,2019,2.99,20000.0,20000.0,20000.0,727 Not Hound,727 Not Hound,59800.00000000001
5230,In the Service of Mrs. Claus,December,2019,3.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,79800.0
5231,Dry Grass,April,2020,4.99,20000.0,20000.0,20000.0,Matus Pavkeje,Pogy Production,99800.0
5232,Tower of God,April,2020,1.99,20000.0,20000.0,20000.0,MoonlightGames,MoonlightGames,39800.0
5233,Bouncer Story,November,2020,7.99,20000.0,20000.0,20000.0,Helmi Games,Plug In Digital,159800.0
5234,NO MAN IS AN ISLAND,December,2020,9.99,20000.0,20000.0,20000.0,ISLE GAME,ISLE GAME,199800.0
5235,Dungen,April,2021,9.99,20000.0,20000.0,20000.0,SVGames,SVGames,199800.0
5236,先民的遗迹Relics of ancestors,March,2021,0.89,20000.0,20000.0,20000.0,Clock in dream,Clock in dream,17800.0
5237,Fenrir's Prelude,June,2021,2.99,100000.0,200000.0,150000.0,Ragnarok Aesthetic,Ragnarok Aesthetic,448500.00000000006
5238,Dr Iwan: Evolution,November,2021,6.99,20000.0,20000.0,20000.0,OMSTUDIO,OMSTUDIO,139800.0
5239,Terragon: Symbol Of Magic,September,2021,19.99,20000.0,20000.0,20000.0,Reality Shift Studios,Reality Shift Studios,399799.99999999994
5240,Evil Soul,September,2021,8.99,20000.0,20000.0,20000.0,BluePrinting,BluePrinting,179800.0
5241,Tower To Heaven,October,2021,0.0,20000.0,20000.0,20000.0,b1stable,b1stable,0.0
5242,Alien Defense,January,2022,2.99,20000.0,20000.0,20000.0,MoonlightGames,MoonlightGames,59800.00000000001
5243,To Carry a Sword,February,2022,8.99,20000.0,50000.0,35000.0,We Three Nouns,MAGIC Spell Studios,314650.0
5244,Zoo Tales,April,2022,9.99,20000.0,20000.0,20000.0,"Soein Studio, ChiEn, 十六椰子","Soein Studio, ChiEn",199800.0
5245,Devil Sealing Stone,April,2016,7.99,20000.0,20000.0,20000.0,WJLEGAME,WJLEGAME,159800.0
5246,Maraiyum: Rise of the Setting Sun,August,2015,5.99,20000.0,20000.0,20000.0,Humdrum Software LLC,Humdrum Software LLC,119800.0
5247,Elderine: Dreams to Destiny,April,2017,3.99,20000.0,20000.0,20000.0,Black Alchemy Games,Black Alchemy Games,79800.0
5248,Demon Mark: A Russian Saga,June,2017,4.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,99800.0
5249,Lamplight Station,October,2018,12.99,20000.0,20000.0,20000.0,One Room Games,One Room Games,259800.0
5250,Harsh,January,2018,9.99,20000.0,20000.0,20000.0,Harsh Reality Productions LLC,Harsh Reality Productions LLC,199800.0
5251,Multi-Quest,January,2018,0.99,20000.0,20000.0,20000.0,Multi_ChoiceGames,Multi_ChoiceGames,19800.0
5252,Essence of Illumination: The Beginning,January,2020,4.99,20000.0,20000.0,20000.0,"Luminous4D, LLC","Luminous4D, LLC",99800.0
5253,RuneTech,May,2018,4.99,20000.0,20000.0,20000.0,"James Conrad, Micah Sigmund, Meaghann LeBleu",Hyaloid Games,99800.0
5254,Forgotten Realm RPG,June,2018,1.99,20000.0,20000.0,20000.0,Triyo,Triyo,39800.0
5255,Hulì The Mage,December,2018,4.99,20000.0,20000.0,20000.0,Scelzi Stefano,Scelzi Stefano,99800.0
5256,Bonds of the Skies,February,2019,12.99,20000.0,20000.0,20000.0,"Hit-Point Co.,Ltd.",KEMCO,259800.0
5257,Guns Craft,July,2019,0.99,20000.0,20000.0,20000.0,Boogygames Studios,Boogygames Studios,19800.0
5258,Koi Unleashed,April,2020,18.99,20000.0,20000.0,20000.0,Wild Grip,Wild Grip,379799.99999999994
5259,Last Knight,August,2019,0.49,20000.0,20000.0,20000.0,Enoops,Enoops,9800.0
5260,Sword of the Slayer,September,2019,4.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,99800.0
5261,Jazz Age,December,2019,3.99,20000.0,20000.0,20000.0,Heart's Choice,Heart's Choice,79800.0
5262,Weed County,April,2021,14.99,20000.0,20000.0,20000.0,Unicorn Den,Unicorn Den,299800.0
5263,破阵图(Grids of World),April,2021,0.99,20000.0,20000.0,20000.0,IncreZero Studio,IncreZero Studio,19800.0
5264,Sword and Adventurer,May,2020,5.99,20000.0,20000.0,20000.0,Konring Studio,Konring,119800.0
5265,Kingdom Of Force,November,2020,6.99,20000.0,20000.0,20000.0,"Beijing Hydra Technology Co., Ltd.","Beijing Hydra Technology Co., Ltd.",139800.0
5266,剑与羁绊,October,2020,8.99,20000.0,20000.0,20000.0,y2工作室,y2工作室,179800.0
5267,MachineryWorld,February,2021,19.99,20000.0,20000.0,20000.0,DY-Works,DY-Works,399799.99999999994
5268,Corpse Mansion,October,2021,11.99,20000.0,20000.0,20000.0,Fundthemental Games,Fundthemental Games,239800.0
5269,Orenji-iro no Kumo,August,2021,1.99,20000.0,20000.0,20000.0,玫瑰工作室,玫瑰工作室,39800.0
5270,Dragon's Bane,April,2021,5.99,20000.0,20000.0,20000.0,Struggle Bus Games LLC,Struggle Bus Games LLC,119800.0
5271,Lost in Terra Mora,June,2021,1.99,20000.0,50000.0,35000.0,FallTrand L.W.,FallTrand L.W.,69650.0
5272,The Pirate King Ultimate,June,2021,6.99,20000.0,20000.0,20000.0,KATSU,DZTFIX,139800.0
5273,Lost in Red Valley,September,2021,4.99,20000.0,20000.0,20000.0,Alex Tyagniryadko,Alex Tyagniryadko,99800.0
5274,Mercs Fully Loaded,January,2022,19.99,20000.0,50000.0,35000.0,ByteBomb Studios,ByteBomb Studios,699650.0
5275,Cloud Girl,January,2022,1.99,20000.0,20000.0,20000.0,玫瑰工作室,Rosa Special Studio,39800.0
5276,The HinterLands,May,2016,2.99,20000.0,20000.0,20000.0,Ackmi,Ackmi,59800.00000000001
5277,Demon Hunter,January,2017,19.99,20000.0,20000.0,20000.0,"Beijing Skyline Interaction Technology Co., Ltd.","Beijing Skyline Interaction Technology Co., Ltd.",399799.99999999994
5278,Choice of Zombies,April,2012,3.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,79800.0
5279,Druid's Tale: Crystal Cave,October,2017,14.99,20000.0,20000.0,20000.0,Xenturion,Xenturion,299800.0
5280,Meriwether: An American Epic,December,2017,14.99,20000.0,20000.0,20000.0,Sortasoft LLC,Sortasoft LLC,299800.0
5281,Tomb Exploration VR,March,2018,7.99,20000.0,20000.0,20000.0,Epotech,Epotech,159800.0
5282,The Twelve Trials,September,2018,2.99,20000.0,20000.0,20000.0,Hosted Games,Hosted Games,59800.00000000001
5283,The Martian Job,October,2018,3.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,79800.0
5284,踏马的世界,November,2018,5.99,20000.0,20000.0,20000.0,金石狼君,金石狼君,119800.0
5285,Asdivine Hearts II,December,2018,12.99,20000.0,20000.0,20000.0,Exe Create Inc.,KEMCO,259800.0
5286,酒店二 The Hotel 2,May,2019,0.99,20000.0,20000.0,20000.0,AQGames,Ningbing Games,19800.0
5287,我们的房屋 OUR HOUSE,September,2019,0.99,20000.0,20000.0,20000.0,迷茫的菜鸟,迷茫的菜鸟,19800.0
5288,Farming Village,August,2019,1.99,20000.0,20000.0,20000.0,Charity Gamers,Charity Gamers,39800.0
5289,Hyforge,April,2021,14.99,20000.0,20000.0,20000.0,Piko Island Studios,Piko Island Studios,299800.0
5290,Merchant of Phenistoria,February,2021,11.99,20000.0,20000.0,20000.0,Vecteur-Jeux,Vecteur-Jeux,239800.0
5291,Battle Life Online,May,2022,14.99,20000.0,20000.0,20000.0,M.G.,M.G.,299800.0
5292,A Fishy RPG,November,2021,0.49,20000.0,20000.0,20000.0,LGV,LGV,9800.0
5293,Cat Town,January,2022,3.99,20000.0,20000.0,20000.0,수석 재단사,수석 재단사,79800.0
5294,DopeMine Arena,June,2022,2.99,20000.0,20000.0,20000.0,Tallon Zek,DopeMine Games,59800.00000000001
5295,不可能犯罪事件簿-Impossible Crime Book,May,2022,9.99,20000.0,20000.0,20000.0,橙光游戏,橙光游戏,199800.0
5296,Rayless,January,2017,1.99,20000.0,20000.0,20000.0,Reb_Orn,Reb_Orn,39800.0
5297,SwapQuest,August,2017,9.99,20000.0,20000.0,20000.0,Rebusmind,Rebusmind,199800.0
5298,Naturallandscape - GuilinLandscape (自然景观系列-桂林山水),February,2018,1.99,20000.0,20000.0,20000.0,Magicvalley Studio,Magicvalley Studio,39800.0
5299,Golden Key,May,2019,4.99,20000.0,20000.0,20000.0,SVGames,SVGames,99800.0
5300,X-Team,May,2008,4.99,20000.0,20000.0,20000.0,N-Game Studios,N-Game Studios,99800.0
5301,EscapeVr,September,2020,10.99,20000.0,20000.0,20000.0,Fence-In,Fence-In,219800.0
5302,Love or Loved - A Bullet For My Valentine,February,2018,4.99,20000.0,20000.0,20000.0,GamerzDan,GamerzDan,99800.0
5303,Magikiras,March,2018,3.99,20000.0,20000.0,20000.0,Hosted Games,Hosted Games,79800.0
5304,バインドを解除する(unbind),November,2018,1.99,20000.0,20000.0,20000.0,ryouko,JustE Publishing,39800.0
5305,Other Realms,September,2021,8.99,20000.0,20000.0,20000.0,Botgate,Botgate,179800.0
5306,The Skylia Prophecy,November,2020,14.99,20000.0,20000.0,20000.0,ERMedia,Plug In Digital,299800.0
5307,Dino Eruption,January,2021,24.99,20000.0,50000.0,35000.0,MULTIVERSUM GmbH,MULTIVERSUM GmbH,874650.0
5308,Era of Defense,February,2021,0.99,20000.0,20000.0,20000.0,Tristan Fogt,Tristan Fogt,19800.0
5309,Clash of Robots,November,2017,9.99,20000.0,20000.0,20000.0,Timuz Games,Timuz Games,199800.0
5310,TITAN HUNTER,February,2020,0.59,20000.0,20000.0,20000.0,Enoops,Enoops,11800.0
5311,MONSTERS:SURVIVAL,April,2019,7.99,20000.0,20000.0,20000.0,DCELL GAMES STUDIO,DCELL GAMES STUDIO,159800.0
5312,Lightmare Castle,October,2019,1.99,20000.0,20000.0,20000.0,Funderground Games,Funderground Games,39800.0
5313,Vicious Gambling Agreement,March,2020,8.99,20000.0,20000.0,20000.0,FANG,FANG,179800.0
5314,Stunning Policewoman,August,2022,4.99,20000.0,20000.0,20000.0,MRC Game,MRC Game,99800.0
5315,Knights of the Drowned Table,December,2017,2.99,20000.0,20000.0,20000.0,RillyBoss Studios,RillyBoss Studios,59800.00000000001
5316,Human Delusion,January,2020,1.99,20000.0,20000.0,20000.0,JoaAM Productions,JoaAM Productions,39800.0
5317,BadTrip:Survival Horror Shooter,March,2022,0.49,20000.0,20000.0,20000.0,Midnight Games,Midnight Games,9800.0
5318,Cave Brawlers,January,2018,6.99,20000.0,20000.0,20000.0,Samuel Arminana,Samuel Arminana,139800.0
5319,守护者盟约,January,2022,4.99,20000.0,20000.0,20000.0,红星,电钮组,99800.0
5320,Exotic,January,2022,3.99,20000.0,20000.0,20000.0,personal Game studio,personal Game studio,79800.0
5321,Delphinia Chronicle,June,2017,4.99,20000.0,20000.0,20000.0,"Digital Cookie Co., Ltd.","Digital Cookie Co., Ltd.",99800.0
5322,Creatio Ex Nihilo: Aition,February,2018,0.99,50000.0,100000.0,75000.0,Shoho Games,Shoho Games,74250.0
5323,Hay Day Farm 2019 - 卡通农场,November,2018,9.99,20000.0,20000.0,20000.0,Funs Studios,Funs Studios,199800.0
5324,Honey Villa,October,2021,4.99,20000.0,20000.0,20000.0,MCGame,MCGame,99800.0
5325,Death Realm,July,2021,6.49,20000.0,20000.0,20000.0,PEPOLA INDIA Pvt. Ltd.,PEPOLA INDIA Pvt. Ltd.,129800.0
5326,Magic Tower 3D,March,2018,2.99,20000.0,20000.0,20000.0,PlayTech Studio,PlayTech Studio,59800.00000000001
5327,❂ Hexaluga ❂ Dungeons and Hunting ☠,May,2018,9.99,20000.0,20000.0,20000.0,"Hede, Hexaluga mines",Hede,199800.0
5328,Spellbind,March,2015,9.99,20000.0,20000.0,20000.0,Point2Point Entertainment,Strategy First,199800.0
5329,Cypress Inheritance: The Beginning,March,2014,59.99,20000.0,20000.0,20000.0,"Cypress Inheritance, LLC","Cypress Inheritance, LLC",1199800.0
5330,❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,March,2018,9.99,20000.0,20000.0,20000.0,"Hede, Hexaluga mines",Hede,199800.0
5331,AXE:SURVIVAL,January,2019,2.99,20000.0,20000.0,20000.0,DCELL GAME STUDIO,DCELL GAME STUDIO,59800.00000000001
5332,Beauty Agent,July,2021,1.99,20000.0,20000.0,20000.0,MAG,MAG,39800.0
5333,Shining in the Darkness,January,2011,0.99,20000.0,20000.0,20000.0,SEGA,SEGA,19800.0
5334,Toymaker,March,2017,6.99,20000.0,20000.0,20000.0,Red Skald,Red Skald,139800.0
5335,Destiny of a Wizard,July,2017,8.99,20000.0,20000.0,20000.0,UltimaCJ Productions,UltimaCJ Productions,179800.0
5336,Mark After Dark,December,2017,1.99,20000.0,20000.0,20000.0,Lesley Dodd,Lesley Dodd,39800.0
5337,Showdown at Willow Creek,January,2018,2.99,20000.0,20000.0,20000.0,Choice of Games,Choice of Games,59800.00000000001
5338,Awakening of Celestial,February,2020,9.99,20000.0,20000.0,20000.0,Celestial Project,Celestial Project,199800.0
5339,HEROES TRIALS,June,2018,5.99,20000.0,20000.0,20000.0,Shinyuden,Shinyuden,119800.0
5340,Stories In Stone,August,2018,4.99,20000.0,20000.0,20000.0,"16 Bit Psych, Kyle B",Self-Publish,99800.0
5341,Astrela Starlight,April,2020,9.99,20000.0,20000.0,20000.0,Master Plan Multimedia,Master Plan Multimedia,199800.0
5342,Superior Wizards,September,2018,4.99,20000.0,50000.0,35000.0,Fyn Games,Fyn Games,174650.0
5343,tia.sav,August,2019,0.99,20000.0,20000.0,20000.0,WorthiSOFT,WorthiSOFT,19800.0
5344,The Dungeon Paradox,June,2020,16.99,20000.0,20000.0,20000.0,Digital Software,Digital Software,339799.99999999994
5345,Shadowy Contracts,October,2020,9.99,20000.0,20000.0,20000.0,ExiledThunder Productions,ExiledThunder Productions,199800.0
5346,Flux,May,2019,6.99,20000.0,20000.0,20000.0,Mars Ashton,Mars Ashton,139800.0
5347,RogueVerse,August,2019,9.99,20000.0,20000.0,20000.0,FoumartGames,FoumartGames,199800.0
5348,Fractalis,February,2021,7.99,20000.0,50000.0,35000.0,Revolutionary Interactive,Revolutionary Interactive,279650.0
5349,Toby's Island,November,2019,9.99,20000.0,20000.0,20000.0,Mvisioning,Mvisioning,199800.0
5350,Trial Of Destiny,April,2021,16.99,20000.0,20000.0,20000.0,DarkLord Game,DarkLord Game,339799.99999999994
5351,Seek Hearts,December,2019,14.99,20000.0,20000.0,20000.0,Exe Create Inc.,KEMCO,299800.0
5352,The Underground King,July,2020,17.99,20000.0,20000.0,20000.0,"Two-Eyed Cyclops Games SRL, Alexandru Nae, Alexandru Nechita",Two-Eyed Cyclops Games SRL,359799.99999999994
5353,Renegade Grounds: Episode 2,December,2019,3.99,20000.0,20000.0,20000.0,Astronomic Games,Astronomic Games,79800.0
5354,Cold Winter Morning,January,2020,1.99,20000.0,50000.0,35000.0,Progress Game,Progress Programme,69650.0
5355,Psicose?,February,2020,0.99,20000.0,20000.0,20000.0,TRYWARE,TRYWARE,19800.0
5356,Captain Hannon - The Belanzano,March,2020,19.99,20000.0,50000.0,35000.0,Paul Cooper,Dream Games Studio,699650.0
5357,Bloody Ending,February,2020,1.99,20000.0,20000.0,20000.0,Tendo,Tendo,39800.0
5358,The Legacy: Realm of Terror,October,2020,6.99,20000.0,20000.0,20000.0,"Magnetic Scrolls, MicroProse",Ziggurat,139800.0
5359,Troll Patrol,June,2020,5.99,20000.0,20000.0,20000.0,Philippe Schober,Philippe Schober,119800.0
5360,AVRACH RESURRECTION,July,2020,9.99,100000.0,200000.0,150000.0,Fluffy Bisons,Fluffy Bisons,1498500.0
5361,Shattered Worlds,September,2020,6.99,20000.0,20000.0,20000.0,Orfeas Game Studio,Orfeas Game Studio,139800.0
5362,Spartoi Meadow,August,2020,8.99,20000.0,50000.0,35000.0,morning glows,morning glows,314650.0
5363,Masked Vale,August,2020,4.99,20000.0,20000.0,20000.0,Damnskulls,Damnskulls,99800.0
5364,The Spiral Labyrinth,September,2020,4.99,20000.0,20000.0,20000.0,Fireball Games,Fireball Games,99800.0
5365,TinyCrack,September,2020,7.99,20000.0,20000.0,20000.0,TeamTinyCrack,TeamTinyCrack,159800.0
5366,The Den of Worms,October,2020,9.99,20000.0,50000.0,35000.0,Scream In To Void,Scream In To Void,349650.0
5367,"Lotharus - Bacon, Ale & Repeat",December,2020,5.99,20000.0,50000.0,35000.0,Sloppy Joe Studios,Sloppy Joe Studios,209650.0
5368,Pristiq: Tash's Trilogy,September,2021,2.99,20000.0,20000.0,20000.0,Amir Dayyef,Amir Dayyef,59800.00000000001
